id,created_at,text
990987750601093120,2018-04-30 16:14:26,b'Say hello to Meatball. I\xe2\x80\x99m told he actually loves flowers. That\xe2\x80\x99s just how his face is. 13/10 utterly enchanting https://t.co/375peh8odP'
990745189298917376,2018-04-30 00:10:34,b'This is Mossy. She stole the remote and then fell asleep making everyone watch what she wanted. A very frustrating\xe2\x80\xa6 https://t.co/v3t5rXgf8K'
990701505018761219,2018-04-29 21:16:59,b'@theszczzznit omg'
990371169185476608,2018-04-28 23:24:21,b'@thekathied @crucifalex peekaboop*'
990370849608871936,2018-04-28 23:23:05,b'This is Cedric. He received a fancy jacket for his 13th birthday. Rain doesn\xe2\x80\x99t stand a h*ckin chance against this g\xe2\x80\xa6 https://t.co/6n5pJvL078'
990357021038915586,2018-04-28 22:28:08,b'@BleuAceStudio https://t.co/RJpD715IrQ'
990321351926992896,2018-04-28 20:06:24,b'https://t.co/bZkJVpvaVl'
989933119900999681,2018-04-27 18:23:42,b'This is Kendal. He was born with a hereditary condition that inhibits tear production. For five years he\xe2\x80\x99s been tak\xe2\x80\xa6 https://t.co/MYJ12dbKPY'
989931745297432576,2018-04-27 18:18:14,"b'@BadDogCity please direct all further questions to @skyhorsepub. and again, if someone you know is unhappy about th\xe2\x80\xa6 https://t.co/ML3AJcGDB7'"
989657223084244992,2018-04-27 00:07:23,"b'This is Oakley. He picked you some flowers. Hopes they\xe2\x80\x99re your favorite color. If not, he can try again. 14/10 they\xe2\x80\xa6 https://t.co/oTWddg2972'"
989537883743834112,2018-04-26 16:13:10,b'We\xe2\x80\x99ve got everything you need to be puppared for Mother\xe2\x80\x99s Day \xf0\x9f\x92\x9e\n\nShop Now: https://t.co/NtMvDEXv9A https://t.co/yHa8UbTYXc'
989362797472632832,2018-04-26 04:37:27,b'@myres512 \xe2\x9d\xa4\xef\xb8\x8f'
989323987221172224,2018-04-26 02:03:13,b'@katofhearts \xe2\x9d\xa4\xef\xb8\x8f'
989319704715153408,2018-04-26 01:46:12,b'RT @dog_feelings: i made. more love cards\n\nhttps://t.co/BPYkRRtZcO https://t.co/2JN77Iso5x'
989300750152069120,2018-04-26 00:30:53,b'Meet Max. She pouts until someone holds her. A truly rebarkable strategy. 12/10 works every time https://t.co/EduDwIYScu'
989288720976277506,2018-04-25 23:43:05,b'RT @Amanda_d1234: \xe2\x80\x9cSo what is it like to own a Shiba?\xe2\x80\x9d https://t.co/TuzixPe0Tv'
989279937629696000,2018-04-25 23:08:11,b'@AustinOnSocial @dog_feelings lol wtf'
989177131887415301,2018-04-25 16:19:40,b'@LennyBrucefosho @Gracie_Lauren7 rich mahogany*'
989176681243070464,2018-04-25 16:17:53,b'This is Trout. He lives a life of luxury. Probably owns many leather-bound books. 13/10 for the proper pampered pup\xe2\x80\xa6 https://t.co/6lZdzl02dj'
988932682615853057,2018-04-25 00:08:19,b'This is Kane. He\xe2\x80\x99s on his way home for the first time after being adopted. Hasn\xe2\x80\x99t stopped smiling since. 13/10 woul\xe2\x80\xa6 https://t.co/s75X0U4pQE'
988894684037644288,2018-04-24 21:37:20,b'RT @fuchstraumer: the saddest awoo https://t.co/p7etuaZUew'
988573045076963328,2018-04-24 00:19:15,"b""RT @dog_rates: This is Apollo. He knows he's h*ckin handsome. Stud status achieved. 12/10 would wink back https://t.co/QbEb0I1J9z"""
988515600426299392,2018-04-23 20:30:59,b'@Niall_Seed @megzaros https://t.co/kkqjs7Y3i9 :)'
988515510550659073,2018-04-23 20:30:38,b'@JGhosty omg'
988455306224128006,2018-04-23 16:31:24,b'This is Jackson. His favorite ice cream place just opened pup for the season. Should call it Scoops &amp; Boops. 12/10\xe2\x80\xa6 https://t.co/rbFmDJQpiN'
988208849340510209,2018-04-23 00:12:04,"b'This is Gus. He was supposed to help his owner with their pupposal, but decided his nap takes priority. 13/10 will\xe2\x80\xa6 https://t.co/xqz3ZU4xGk'"
988146597958750209,2018-04-22 20:04:42,b'@xigzagoon we would never promote anything of that nature'
988145802106241025,2018-04-22 20:01:32,b'@xigzagoon incorrect \nhttps://t.co/sY0gKer4qh'
988092954836430848,2018-04-22 16:31:32,b'@HudgetBrineGods @HAIL_Fredonia yes'
988086600117694464,2018-04-22 16:06:17,b'@Leiamartin25 @HAIL_Fredonia this is a good question'
988085358024970241,2018-04-22 16:01:21,b'We are featuring a Star Wars themed Dog Walk today on our snapchat to help raise money for the Institute of Autism\xe2\x80\xa6 https://t.co/kcy0JlJVWV'
987838487218057216,2018-04-21 23:40:23,"b'RT @michelesykora: My sisters guide dog always sneakily walks her into this store without her knowing \xf0\x9f\x98\x82\xf0\x9f\x98\x8d I love dogs, man https://t.co/UuE9\xe2\x80\xa6'"
987713213474201601,2018-04-21 15:22:35,b'RT @abcbrisbane: Max the loyal old blue heeler stays with a three-year-old girl lost in rugged bush overnight and leads her grandma to find\xe2\x80\xa6'
987501841939423232,2018-04-21 01:22:40,b'@LarkChirp @dog_feelings cool'
987398687562371072,2018-04-20 18:32:46,b'This is Rose. She conducted a very passionate zoom and tore her CCL. Not thrilled about it. Still 13/10. You can he\xe2\x80\xa6 https://t.co/H74P0ZNCBg'
987347825716580352,2018-04-20 15:10:40,b'RT @JabinSerene: I\xe2\x80\x99ve have yet to finish watering my plants \xf0\x9f\x92\x80 https://t.co/UikjA9UPzH'
986762231290490881,2018-04-19 00:23:43,b'This is Kylo. He just had his very first checkpup. Good boy levels off the h*ckin charts. 13/10 would noggin pat https://t.co/rjdQ691x1e'
986692586785165312,2018-04-18 19:46:59,b'@Brandonwoelfel ok but honestly when is the collab i need some pups surrounded by pretty lights ASAP'
986639920189108224,2018-04-18 16:17:42,b'This is George. He would puppreciate five more minutes. There is absolutely no shame in an extended snoozle. 12/10\xe2\x80\xa6 https://t.co/bbWWcOfrH9'
986394000415485952,2018-04-18 00:00:30,"b'This is Wilson. He hopes your day is going well. If not, you can always zoom in on his tongue bubbles. 13/10 thank\xe2\x80\xa6 https://t.co/cbCUkTRWPE'"
986031318713683969,2018-04-16 23:59:20,b'Thank you to everyone who voted for us in the Shorty Awards and to anyone who has ever liked a dog rate. This incre\xe2\x80\xa6 https://t.co/su8yZvwQCm'
985925506536235008,2018-04-16 16:58:53,b'@agirlkenndream_ no'
985700162956865536,2018-04-16 02:03:26,"b'RT @shortyawards: Wow, so honored to get to tweet this: @dog_rates doing very good work, much enthusiasm, 13/10. Congrats on your Best Anim\xe2\x80\xa6'"
985592491792625666,2018-04-15 18:55:36,b'free him https://t.co/zI1h2Q6RIO'
985375275281207296,2018-04-15 04:32:27,b'@Dodgers dogdgers :)'
985227249023684608,2018-04-14 18:44:15,b'@JeffVeillette \xe2\x9d\xa4\xef\xb8\x8f'
985197159451512832,2018-04-14 16:44:41,b'This is Stella. She has been crowned the dandelion queen. Has waited her whole life for such a h*ckin honor. 13/10\xe2\x80\xa6 https://t.co/oMfQQDpV1y'
985012722675978240,2018-04-14 04:31:48,b'@AndyManganelli I\xe2\x80\x99m here this weekend!'
984978760968671232,2018-04-14 02:16:51,b'@youkneeskyna @CaseyNeistat @blacktapnyc ...h*ck'
984977443814559744,2018-04-14 02:11:37,b'@CaseyNeistat @blacktapnyc having it for the first time right now (yes i already ate some so the pic isn\xe2\x80\x99t as prett\xe2\x80\xa6 https://t.co/NqsdnwP27r'
984899768471248896,2018-04-13 21:02:58,"b'This is Percy. A few weeks ago he started having trouble eating, which was very concerning because food is like his\xe2\x80\xa6 https://t.co/9SGca1NSIC'"
984594512780709888,2018-04-13 00:49:59,b'This is Kipling. He noticed you forgot a towel for after your shower. Thought he could be of assistance. 14/10 a tr\xe2\x80\xa6 https://t.co/TYVt8DB4dv'
984428686752538625,2018-04-12 13:51:03,b'@Ms_Cooper_ \xe2\x9d\xa4\xef\xb8\x8f'
984230513396285441,2018-04-12 00:43:35,b'This is Brutus. He found a twig and got emotionally attached to it. Hoping you\xe2\x80\x99ll let him bring it inside for event\xe2\x80\xa6 https://t.co/BAorciwNPo'
984170643120906241,2018-04-11 20:45:40,b'@Maxqz_ @ChrisEvans let\xe2\x80\x99s not watch it from an account that doesn\xe2\x80\x99t credit the original'
984169992051679233,2018-04-11 20:43:05,b'RT @ChrisEvans: This is the moment we met. He was trying so hard to stay seated even though he desperately wanted to get out. I knew right\xe2\x80\xa6'
983850009203544065,2018-04-10 23:31:35,b'This is Biff. He ordered his scone a while ago. Would like a word with whoever\xe2\x80\x99s in charge around here. 13/10 deep\xe2\x80\xa6 https://t.co/0bPrBLER3R'
983786873339432960,2018-04-10 19:20:43,b'RT @luludraws: dog memes and coffee (I can\xe2\x80\x99t h*ckin stop buying stuff from @dog_rates) https://t.co/hvmnbnkAQw'
983745489492414464,2018-04-10 16:36:16,b'@markiplier my goodness'
983499273294802944,2018-04-10 00:17:53,b'@A11Jarod @stanced_photos watch your mouth'
983498439844663296,2018-04-10 00:14:35,b'This is Champ. He was told he could only bring one item to the park. No rules against combinations. 13/10 innovativ\xe2\x80\xa6 https://t.co/4u4C5ZFJNY'
983451560633143296,2018-04-09 21:08:18,b'@jaci_elizabeth3 heads pup*'
983136864742887426,2018-04-09 00:17:49,b'@eboldy honestly my heart rate is still elevated'
983135207464361984,2018-04-09 00:11:13,b'@eboldy look... i know'
983133464315691008,2018-04-09 00:04:18,b'This is Wiley. He has a heart on his nose. 14/10 would protect at all costs  (IG: hi.wiley) https://t.co/AQ3ZonhPRN'
982701575922577413,2018-04-07 19:28:08,b'Corgi Beach Day is a wonderful magical thing https://t.co/uJh5MOeDqh'
982518140117504000,2018-04-07 07:19:13,b'@hedonish a trend we hope continues :)'
982317111094624256,2018-04-06 18:00:24,b'@joshgroban @TiannaMarquette \xe2\x9d\xa4\xef\xb8\x8f'
982306667474780160,2018-04-06 17:18:54,b'This is Charlie. He\xe2\x80\x99s been diagnosed with osteosarcoma. His back right zoomer has already been amputated to help st\xe2\x80\xa6 https://t.co/RpVdCsotbI'
982014460561850368,2018-04-05 21:57:47,b'@Starbucks can confirm 13/10'
981929074846322689,2018-04-05 16:18:29,b'This is Lucky. He likes to get pup close and personal. Needs everyone to know how soft his noggin is. 13/10 would b\xe2\x80\xa6 https://t.co/fDWmIkBSBm'
981895068075417600,2018-04-05 14:03:21,b'@stephschaefer11 @dog_feelings \xf0\x9f\x92\x9e'
981894806703169536,2018-04-05 14:02:19,b'@Doughvelopment @darth @theDogvocate where can i send a truckload of tennis balls'
981684648836296704,2018-04-05 00:07:13,b'This is Luxe. According to her calendar this snow shouldn\xe2\x80\x99t be here anymore. Very ready for beach zooms and toasty\xe2\x80\xa6 https://t.co/Zaz5e3PrhY'
981654415810744322,2018-04-04 22:07:05,b'@luludraws \xf0\x9f\x92\x9e'
981619256528965633,2018-04-04 19:47:23,b'@DOOM language'
981567107325399041,2018-04-04 16:20:09,b'This is Remi. She just discovered that tiny legs don\xe2\x80\x99t generate the forces required for this activity. 13/10 would\xe2\x80\xa6 https://t.co/G7C9rXzBJZ'
981544683678650368,2018-04-04 14:51:03,b'@JackRand14 legend'
981374074000732160,2018-04-04 03:33:06,b'@PlayOverwatch @SuperRisu \xf0\x9f\xa4\x94'
981373465516179456,2018-04-04 03:30:41,b'@nhotte @lukasneville @Noahpinion @dog_feelings my accounts are certainly not immune to the super negative cesspool\xe2\x80\xa6 https://t.co/uXlbE8kJib'
981337691219521537,2018-04-04 01:08:32,b'@NHL *fist pumps*'
981322022591574021,2018-04-04 00:06:16,"b'This is Sawyer. If you don\xe2\x80\x99t mind, he\xe2\x80\x99d appreciate some privacy as he puppares his bath. 13/10 https://t.co/ELLNT2Ilt6'"
981263996010598405,2018-04-03 20:15:42,b'@ChabeliH omg'
981260031617327105,2018-04-03 19:59:57,b'@ChabeliH \xe2\x9d\xa4\xef\xb8\x8f'
981237453209112576,2018-04-03 18:30:14,b'RT @MONEY: This 21-year-old quit college to run @dog_rates. He\xe2\x80\x99s now making six figures https://t.co/oLelzeruVY'
980959359982297088,2018-04-03 00:05:11,b'@Woody_Wilder smaller one'
980958432772714498,2018-04-03 00:01:30,"b'This is Pluto. He enjoys spending quality time with his father. They have a unique, yet powerful bond. 12/10 for bo\xe2\x80\xa6 https://t.co/EcQF4y1Gv1'"
980931791367430150,2018-04-02 22:15:38,b'@SOWT_ :)'
980837983178907649,2018-04-02 16:02:52,b'This is Charlie. He\xe2\x80\x99s a guide pup in training. Working hard on not being distracted by literally everything. 13/10\xe2\x80\xa6 https://t.co/XM0p0kH2pr'
980675033742888960,2018-04-02 05:15:22,b'@pitchforkprncss propose'
980620436445761536,2018-04-02 01:38:25,b'RT @dog_feelings: today. i wasn\xe2\x80\x99t a very good dog\n\napril fools. i was so good'
980611193751654400,2018-04-02 01:01:42,b'RT @gr80nes: I\xe2\x80\x99m having too much fun with toby and these glasses I got him \xf0\x9f\x98\x82 https://t.co/MZEp9otpJH'
980596811772637184,2018-04-02 00:04:33,b'@MattxRed @davidhogg111 @Emma4Change @JaclynCorin oh h*ck yea'
980514397431959552,2018-04-01 18:37:04,b'@Ninja more of dog pls'
980487837186437121,2018-04-01 16:51:31,b'@elijahdaniel \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
980459826756145152,2018-04-01 15:00:13,b'This is Maggie. She has no idea where the last Easter egg went. Not sure why you\xe2\x80\x99re interrogating her. 13/10 would\xe2\x80\xa6 https://t.co/ACWFwVbF7H'
980219547147014144,2018-03-31 23:05:26,b'This is Romeo. He had an intense passion for adventure. I\xe2\x80\x99m also told he snored really loud and sometimes ate dirt.\xe2\x80\xa6 https://t.co/pbj6PNRDRm'
980164400203141120,2018-03-31 19:26:18,b'@KittyKthulhu DM :)'
980116183511912454,2018-03-31 16:14:42,b'@dragonfly808 omg'
980116064263696385,2018-03-31 16:14:14,b'@Joseforchange \xe2\x9d\xa4\xef\xb8\x8f'
979793640552845313,2018-03-30 18:53:02,b'@Retailiated BRUCE OMG YOUR EYES SAY IT ALL \xe2\x9d\xa4\xef\xb8\x8f'
979760817448062976,2018-03-30 16:42:36,b'@Iva_T @dog_feelings i\xe2\x80\x99m just the messenger. this community is incredible and i\xe2\x80\x99m honored to have somehow cultivated it'
979754666236968960,2018-03-30 16:18:10,b'This is Bruce. He recently had emergency surgery to correct a collapsed lung. Now he has a very special tube helpin\xe2\x80\xa6 https://t.co/ybVQzlhziH'
979387798296977414,2018-03-29 16:00:21,b'Meet Kenny. He gets nervous during car rides. Only feels safe if you hold him close and massage his noggin. 12/10 a\xe2\x80\xa6 https://t.co/BQKOLXP2pt'
979214795093180417,2018-03-29 04:32:54,b'@BrandixBLT no'
979092927136911360,2018-03-28 20:28:39,b'@drvinceknight i can offer some insight into the peculiarities you found. for example: Friday posts are gofundme\xe2\x80\x99s\xe2\x80\xa6 https://t.co/pKzpjx9P4C'
979053905400262656,2018-03-28 17:53:35,b'@2SpockShakur @direwolfson omg'
979023664120295424,2018-03-28 15:53:25,b'@darth @direwolfson HE HAS VERY GOOD HANDWRITING TOO DARTH'
979022640504557568,2018-03-28 15:49:21,b'This is Rizzo. His goodness can be identified from across the street three floors down. 14/10 a truly impressive go\xe2\x80\xa6 https://t.co/C1MnRAwGSu'
978808485986086912,2018-03-28 01:38:23,b'@darth @kate_guarente C L O O N E Y'
978808316385267712,2018-03-28 01:37:42,b'RT @rubyymaee: My mum gets handmade clothes from America for my dog and I literally can\xe2\x80\x99t cope \xf0\x9f\x98\x82\xf0\x9f\x98\xa9\xf0\x9f\x98\x82 https://t.co/lpGnDiLyi0'
978780154754404352,2018-03-27 23:45:48,b'@direwolfson oh. my. goodness.'
978696256754241536,2018-03-27 18:12:25,b'@TheOneTrueKOB 11oz'
978695695011020801,2018-03-27 18:10:11,b'@FaintingGoat92 take it back'
978694905349492736,2018-03-27 18:07:03,b'Reminder: we have good mugs\n\nhttps://t.co/XaV3hKYd72 https://t.co/slDeLSNAHn'
978613739200098304,2018-03-27 12:44:31,b'@Sadokist omg matthew'
978423766077333505,2018-03-27 00:09:38,b'This is Spencer. He is unpredictable and duplicitous. Will not hesitate to bite your whole h*ckin arm off. Still 12\xe2\x80\xa6 https://t.co/cIcwLPsd8k'
978384552266752001,2018-03-26 21:33:49,b'@btowns96 amazing'
978358307462279168,2018-03-26 19:49:32,"b""RT @Ccarver13: added another sticker to the car to let everyone know i miss yonce when i'm not home \xf0\x9f\x90\xbe https://t.co/rd6R57ffCA"""
978357145493176320,2018-03-26 19:44:55,b'@fabulousbatman yea we\xe2\x80\x99re not affiliated with that trash'
978298085767045120,2018-03-26 15:50:14,b'This is Sam. He occasionally misplaces his ears. Always finds them though. 13/10 superb boy https://t.co/slaNqgk6XF'
977652629764534275,2018-03-24 21:05:25,b'@commrhetprof @darth @matt___nelson best one so far'
977630329145102338,2018-03-24 19:36:48,b'Here is a very supportive pup toting a simple statement while marching with her humans today. 14/10\xe2\x80\xa6 https://t.co/7sZOv3Aj7Z'
977382454444085249,2018-03-24 03:11:50,b'@Wendys we meant h*ck'
977382316623396864,2018-03-24 03:11:17,b'@Wendys oh shit'
977307019790241793,2018-03-23 22:12:05,b'@SeaTimesSports all I\xe2\x80\x99ll say is that 10/10 is quite low'
977255873734168577,2018-03-23 18:48:51,b'@FFXVEN \xe2\x9d\xa4\xef\xb8\x8f'
977250814082371584,2018-03-23 18:28:45,b'@Brandonwoelfel *nods*'
977247893974405120,2018-03-23 18:17:08,b'@KeithOlbermann \xe2\x9d\xa4\xef\xb8\x8f'
977245818951520256,2018-03-23 18:08:54,"b'This is Prompto. He was the runt of the litter and clearly still excruciatingly adorable. At just 10 months old, he\xe2\x80\xa6 https://t.co/CfDKIPSVjc'"
977237280124555264,2018-03-23 17:34:58,b'RT @dog_feelings: if we\xe2\x80\x99re being really honest. i think. we should celebrate puppies. every day. just a thought'
977225792659836928,2018-03-23 16:49:19,b'@danibeckstrom some of us deserve it Dani'
977194539613122560,2018-03-23 14:45:08,b'@darth 1000 replies in 4 minutes darth buckle pup'
977193624265023488,2018-03-23 14:41:30,"b'In honor of #NationalPuppyDay, please help me create a mega-thread of joy by replying with pics of your dog. Thank you \xe2\x9d\xa4\xef\xb8\x8f'"
977018919402770432,2018-03-23 03:07:17,b'@CBCFletch \xf0\x9f\xa4\x97'
976965618112061440,2018-03-22 23:35:29,b'Here is a puppo executing a passionate attempt. 14/10 would boost\n(IG: thegolden_finnley) https://t.co/aVC45fKDbU'
976946948891607041,2018-03-22 22:21:18,b'@MalmalStan we see them \xf0\x9f\x98\x8a'
976898807727312896,2018-03-22 19:10:00,b'@lyss121 oh. my. goodness.'
976898286786433024,2018-03-22 19:07:56,"b'RT @lyss121: My sister snapped me this, but I feel like it deserves to be seen by so many more \xf0\x9f\x98\xad https://t.co/p5QqXgjVPt'"
976613067894247424,2018-03-22 00:14:34,b'Meet Apollo. He stops by this wall every day on his walk. Says the wings make him feel both powerful and marvelous.\xe2\x80\xa6 https://t.co/6Ig9a7bn7g'
976497585828646912,2018-03-21 16:35:41,b'This is Finnley. He heard someone say to raise your hand if you\xe2\x80\x99re a good boy. 14/10 good boy status confirmed https://t.co/6zLM6mdyWU'
976201779556864004,2018-03-20 21:00:15,b'@DavidDobrik 12/10 lovely pup https://t.co/4wA7egfUBz'
976128197015359496,2018-03-20 16:07:52,b'RT @dog_rates: This is Frisco. He\xe2\x80\x99s simply a majestic boy. Planning to place these at the front of his modeling pupfolio. 13/10 would sign\xe2\x80\xa6'
975887646223462400,2018-03-20 00:12:00,b'This is Armas. He is king of the frosty head tilts. Flawlessly executed sneaky tongue slip as well. 13/10 simply br\xe2\x80\xa6 https://t.co/5Pf290kmPV'
975834684440662016,2018-03-19 20:41:33,b'@thegreatkhalid \xe2\x9d\xa4\xef\xb8\x8f'
975813116507324416,2018-03-19 19:15:51,b'RT @landonsiu: Milk Tea deserves to be famous as he will bless everyone https://t.co/qPXRUUQ6MM'
975774985401896962,2018-03-19 16:44:20,b'@zelany @emily_holland01 these are fine'
975767258600542208,2018-03-19 16:13:37,"b'This is outrageous. We do not rate Deadly Moroccan Road Lions, no matter how jubilant they may appear. We only rate\xe2\x80\xa6 https://t.co/V85hGITQu4'"
975566242114428929,2018-03-19 02:54:51,b'@master_chief_sd @darth @Gynxed @UMBCAthletics DARTH LOOK AT HIS AVATAR HE HAS A SHIRT'
975523487984115713,2018-03-19 00:04:58,b'@BirchandMaple @Gynxed @UMBCAthletics please watch your language'
975522681985658880,2018-03-19 00:01:46,b'This is Chief. He\xe2\x80\x99s hype as h*ck for the game. Claims he\xe2\x80\x99s been a fan forever. 13/10 really hopes both teams have f\xe2\x80\xa6 https://t.co/JvjSlnNYhJ'
975500755632259072,2018-03-18 22:34:38,b'@UMBCAthletics more like 16/1 \xf0\x9f\x98\x8f'
975483369701158912,2018-03-18 21:25:33,b'@UMBCAthletics I\xe2\x80\x99ll have my people call your people'
975427749312647168,2018-03-18 17:44:32,b'This is Griffey. His St. Patrick\xe2\x80\x99s Day bow tie didn\xe2\x80\x99t arrive until this morning. Politely requests that everyone ce\xe2\x80\xa6 https://t.co/wh3zXfuY92'
975174472536817665,2018-03-18 00:58:06,b'@thekathied @meaghano9 @ecgowaffle i love this community so much'
975171819568320512,2018-03-18 00:47:34,"b'Meet Theo. He has a long history of thrombocytopenia, which kept him from enjoying his favorite things (like kayaki\xe2\x80\xa6 https://t.co/LLzhLI5pNy'"
974860918596218880,2018-03-17 04:12:09,b'@NYstylehotdish woah'
974851340194189312,2018-03-17 03:34:06,"b'THEY\xe2\x80\x99RE GOOD RETRIEVERS, BRENT'"
974815485052309504,2018-03-17 01:11:37,b'@CorgiBeachDay ok but like how many corgis are we talkin?'
974787819083321345,2018-03-16 23:21:41,b'@ctsinclair big good boy'
974770212024344578,2018-03-16 22:11:43,b'@OttawaCitizen excuse me?'
974746320262062080,2018-03-16 20:36:47,b'@andstacey1 yep :)'
974717631033987073,2018-03-16 18:42:47,"b'Say hello to Cinderella. Up until very recently, she had been a stray her whole life. During this time she develope\xe2\x80\xa6 https://t.co/eS0FdPZTt8'"
974667468366020614,2018-03-16 15:23:27,b'@Lin_Manuel LIN NEXT TIME PUT \xe2\x80\x9cDREAMED\xe2\x80\x9d IN BOLD OR SOMETHING GOOD LORD'
974440398528700422,2018-03-16 00:21:09,"b""RT @dog_rates: Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://\xe2\x80\xa6"""
